arquivo;backdrop_blur;drop_shadow;blur_pesado;shadow_pesado;font_inter;h1_font_sans;body_font_sans;nunito_preloads_ociosos;imgs_total;imgs_sem_lazy;imgs_sem_alt;imgs_sem_decoding
es\curb-65.html;0;0;0;0;0;1;1;0;0;0;0;0
es\diagnosticosnanda.html;0;0;0;0;0;1;0;0;0;0;0;0
es\downes.html;0;0;0;0;0;1;1;0;0;0;0;0
es\downton.html;0;0;0;0;0;1;1;0;0;0;0;0
es\elpo.html;0;0;0;0;0;1;1;0;0;0;0;0
es\equipamentoscc.html;0;0;0;0;0;1;1;0;15;0;0;0
es\escalanumerica.html;0;0;0;0;0;1;1;0;0;0;0;0
es\escalas-de-enfermagem\centro-cirurgico\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\dor\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\funcionalidade\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\geriatria\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\gestao\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\lesao-por-pressao\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\neonatologia\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\neurologia\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\obstetricia\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\pneumologia\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\seguranca-do-paciente\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\terapia-intensiva\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\escalas-de-enfermagem\urgencia-emergencia\index.html;1;0;1;1;0;0;1;1;0;0;0;0
es\exames_laboratoriais.html;0;0;0;0;0;1;1;0;0;0;0;0
es\fale.html;0;0;0;0;0;1;1;0;0;0;0;0
es\fast.html;0;0;0;0;0;1;1;0;0;0;0;0
es\flacc.html;0;0;0;0;0;1;1;0;0;0;0;0
es\formulario-saep-enfermagem.html;0;0;0;0;0;1;1;0;0;0;0;0
es\forum-enfermagem.html;0;0;0;0;0;0;0;0;7;3;0;5
es\four.html;0;0;0;0;0;1;1;0;0;0;0;0
es\fugulin.html;0;0;0;0;0;1;0;0;0;0;0;0
es\gasometria.html;0;0;0;0;0;1;1;0;0;0;0;0
es\gds.html;0;0;0;0;0;1;1;0;0;0;0;0
es\gestacional.html;0;0;0;0;0;1;1;0;0;0;0;0
es\glasgow.html;0;0;0;0;0;1;1;0;0;0;0;0
es\gosnell.html;0;0;0;0;0;1;1;0;0;0;0;0
es\gotejamento.html;0;0;0;0;0;1;1;0;0;0;0;0
es\guia_rapido_dispositivos.html;0;0;0;0;0;1;1;0;13;0;0;0
es\guia_rapido_seringa_insulina.html;0;0;0;0;0;1;1;0;2;0;0;0
es\hamilton.html;0;0;0;0;0;1;1;0;0;0;0;0
es\hendrich.html;0;0;0;0;0;1;1;0;0;0;0;0
es\humpty.html;0;0;0;0;0;1;1;0;0;0;0;0
es\imc.html;0;0;0;0;0;1;1;0;0;0;0;0
es\index.html;0;0;0;0;0;1;1;0;100;0;0;0
es\instrumentais-cirurgicos.html;0;0;0;0;0;1;1;0;161;0;0;0
es\insulina.html;0;0;0;0;0;1;1;0;1;0;0;0
es\integracoes_calculadora_de_gasometria.html;0;0;0;0;0;1;1;0;2;0;0;0
es\integracoes_classificacao_wifi.html;0;0;0;0;0;1;1;0;0;0;0;0
es\integracoes_metodo_de_capurro.html;0;0;0;0;0;1;1;0;1;0;0;1
es\johns.html;0;0;0;0;0;1;1;0;0;0;0;0
es\jouvet.html;0;0;0;0;0;1;1;0;0;0;0;0
es\katz.html;0;0;0;0;0;1;1;0;0;0;0;0
es\lachs.html;0;0;0;0;0;1;1;0;0;0;0;0
es\lanss.html;0;0;0;0;0;1;1;0;0;0;0;0
es\lawton.html;0;0;0;0;0;1;1;0;0;0;0;0
es\manchester.html;0;0;0;0;0;1;1;0;0;0;0;0
es\mapa-do-site.html;0;0;0;0;0;1;1;0;0;0;0;0
es\medicamentos.html;0;0;0;0;0;1;1;0;0;0;0;0
es\meem.html;0;0;0;0;0;1;1;0;1;0;0;0
es\meows.html;0;0;0;0;0;1;1;0;0;0;0;0
es\missao.html;0;0;0;0;0;1;1;0;0;0;0;0
es\moca.html;0;0;0;0;0;1;1;0;5;0;0;0
es\morse.html;0;0;0;0;0;1;1;0;0;0;0;0
es\nanda.html;0;0;0;0;0;1;1;0;4;0;0;0
